-6.000000000000000000e+00 -4.919999999999999574e+01 -7.260146110591379764e-02
-7.000000000000000000e+00 -4.880000000000000426e+01 -8.624094236820535608e-02
-8.000000000000000000e+00 -4.860000000000000142e+01 -7.260146110591447766e-02
-9.000000000000001776e+00 -4.840000000000000568e+01 -5.954787298699028980e-02
-1.000000000000000000e+01 -4.820000000000000284e+01 -4.649428486806544969e-02
-1.100000000000000000e+01 -4.800000000000000000e+01 -2.216271317835086935e-02
-1.200000000000000000e+01 -4.800000000000000000e+01 1.108135658917613897e-02
-1.300000000000000000e+01 -4.779999999999999716e+01 3.541292827889118422e-02
-1.400000000000000000e+01 -4.760000000000000142e+01 5.954787298699130982e-02
-1.500000000000000000e+01 -4.739999999999999858e+01 6.945425096962432043e-02
-1.600000000000000000e+01 -4.700000000000000000e+01 8.250783908854854298e-02
-1.699999999999999645e+01 -4.660000000000000142e+01 9.614732035084148920e-02
-1.799999999999999645e+01 -4.619999999999999574e+01 8.250783908855066628e-02
-1.899999999999999645e+01 -4.579999999999999716e+01 7.936062895226000946e-02
-2.000000000000000000e+01 -4.519999999999999574e+01 7.503618269795980789e-02
-2.100000000000000000e+01 -4.480000000000001137e+01 5.070461100824565776e-02
-2.200000000000000000e+01 -4.420000000000000284e+01 4.835239628369401160e-02
-2.300000000000000711e+01 -4.379999999999999005e+01 6.357645699679351226e-02
-2.400000000000000000e+01 -4.320000000000000284e+01 5.249510040761821983e-02
-2.500000000000000000e+01 -4.260000000000000142e+01 4.030511331801923947e-02
-2.600000000000000000e+01 -4.200000000000000000e+01 6.178800416078959745e-02
-2.699999999999999645e+01 -4.139999999999999858e+01 6.943612862066864122e-02
-2.800000000000000000e+01 -4.060000000000000142e+01 5.099522357471082679e-02
-2.899999999999999645e+01 -3.979999999999999716e+01 4.108884559207778148e-02
-3.000000000000000000e+01 -3.920000000000000284e+01 4.273271281580399983e-02
-3.080000000000000426e+01 -3.839999999999999858e+01 3.718229149374870091e-02
-3.160000000000000142e+01 -3.760000000000000142e+01 2.977154035024030462e-02
-3.239999999999999858e+01 -3.700000000000000000e+01 3.103517861576488013e-02
-3.319999999999999574e+01 -3.639999999999999858e+01 4.752287759438881404e-02
-3.399999999999999289e+01 -3.559999999999999432e+01 5.639844030693341725e-02
-3.500000000000000000e+01 -3.479999999999999716e+01 4.150750306974269888e-02
-3.600000000000000711e+01 -3.400000000000000000e+01 4.908343932296234391e-02
-3.700000000000000000e+01 -3.300000000000000000e+01 6.752434436892029712e-02
-3.779999999999999716e+01 -3.199999999999999645e+01 5.991231401237034904e-02
-3.859999999999999432e+01 -3.100000000000000355e+01 5.715133528056953738e-02
-3.939999999999999858e+01 -3.000000000000000000e+01 7.143089846724806624e-02
-4.000000000000000000e+01 -2.900000000000000355e+01 7.011250774613246584e-02
-4.060000000000000142e+01 -2.800000000000000355e+01 6.235395063213260147e-02
-4.139999999999999858e+01 -2.700000000000000000e+01 5.577262963614239288e-02
-4.199999999999999289e+01 -2.600000000000000355e+01 4.918067603056364839e-02
-4.260000000000000142e+01 -2.500000000000000000e+01 4.258872242498449451e-02
-4.320000000000000284e+01 -2.400000000000000000e+01 2.736466171188422364e-02
-4.379999999999999005e+01 -2.300000000000000000e+01 2.736466171188334240e-02
-4.420000000000000284e+01 -2.200000000000000000e+01 3.497669206843220108e-02
-4.480000000000000426e+01 -2.100000000000000000e+01 3.727103969451753263e-02
-4.519999999999999574e+01 -2.000000000000000000e+01 3.962325441907044860e-02
-4.579999999999999716e+01 -1.899999999999999645e+01 2.410935519422363962e-02
-4.619999999999999574e+01 -1.799999999999999645e+01 2.694318217641775062e-03
-4.680000000000000426e+01 -1.700000000000000355e+01 1.600601363180749470e-02
-4.720000000000000284e+01 -1.600000000000000000e+01 3.376366850280706350e-02
-4.760000000000000142e+01 -1.500000000000000000e+01 6.927897824480541700e-02
-4.800000000000000000e+01 -1.400000000000000000e+01 1.564603742823089116e-01
-4.860000000000000142e+01 -1.320000000000000107e+01 1.695117765504733087e-01
-4.880000000000000426e+01 -1.240000000000000213e+01 1.418226083255008652e-01
-4.919999999999999574e+01 -1.159999999999999964e+01 1.182767490805746585e-01
-4.940000000000000568e+01 -1.079999999999999893e+01 9.355591122910716928e-02
-4.940000000000000568e+01 -1.000000000000000000e+01 9.601622233502807302e-02
-4.919999999999999574e+01 -9.000000000000001776e+00 1.217557055659094223e-01
-4.940000000000000568e+01 -8.000000000000000000e+00 1.258165946936930235e-01
-4.940000000000000568e+01 -7.000000000000000000e+00 1.219035239351794475e-01
-4.959999999999999432e+01 -6.000000000000000000e+00 8.638821419318053196e-02
-4.979999999999999716e+01 -5.000000000000000000e+00 -7.931818443227906185e-04
-5.000000000000000000e+01 -4.000000000000000000e+00 -1.384458411248651669e-02
-5.000000000000000000e+01 -3.000000000000000000e+00 1.384458411248655485e-02
-5.000000000000000000e+01 -2.000000000000000000e+00 2.748406537477740552e-02
-5.000000000000000000e+01 -9.999999999999998890e-01 4.112354663706829783e-02
-5.000000000000000000e+01 6.148230419216769926e-17 5.417713475599379713e-02
-5.000000000000000000e+01 9.999999999999998890e-01 5.496813074955615719e-02
-5.000000000000000000e+01 1.999999999999999778e+00 5.496813074955614331e-02
-5.000000000000000000e+01 3.000000000000000000e+00 6.723072287491856092e-02
-5.000000000000000000e+01 3.999999999999999556e+00 9.156229456463246819e-02
-5.000000000000000000e+01 4.999999999999999112e+00 1.026436511538079827e-01
-5.000000000000000000e+01 6.000000000000000000e+00 9.156229456463252370e-02
-4.979999999999999716e+01 7.000000000000000000e+00 7.939650871977614599e-02
-4.959999999999999432e+01 8.000000000000000000e+00 7.939650871977613211e-02
-4.919999999999999574e+01 9.000000000000001776e+00 6.723072287491793642e-02
-4.880000000000000426e+01 1.000000000000000000e+01 6.723072287491793642e-02
-4.840000000000000568e+01 1.100000000000000000e+01 7.771771045214599660e-02
-4.820000000000000284e+01 1.200000000000000000e+01 5.043874792756297687e-02
-4.779999999999999716e+01 1.300000000000000000e+01 1.216578584485698313e-02
-4.760000000000000142e+01 1.400000000000000000e+01 -4.718447854656915174e-17
-4.739999999999999858e+01 1.500000000000000000e+01 3.691491556878645694e-16
-4.700000000000000000e+01 1.600000000000000000e+01 1.108135658917586662e-02
-4.660000000000000142e+01 1.699999999999999645e+01 3.432849902320766339e-02
-4.639999999999999858e+01 1.799999999999999645e+01 5.414125498847762591e-02
-4.600000000000000000e+01 1.899999999999999645e+01 7.503618269796043239e-02
-4.560000000000000853e+01 2.000000000000000000e+01 7.503618269795972462e-02
-4.519999999999999574e+01 2.100000000000000000e+01 5.943375287286999098e-02
-4.480000000000001137e+01 2.200000000000000000e+01 7.465781358597024797e-02
-4.420000000000000284e+01 2.300000000000000711e+01 8.682359943082698650e-02
-4.360000000000000142e+01 2.400000000000000000e+01 6.704578322941995294e-02
-4.300000000000000711e+01 2.500000000000000000e+01 6.357645699679406737e-02
-4.240000000000000568e+01 2.600000000000000000e+01 7.016841060237369310e-02
-4.160000000000000142e+01 2.699999999999999645e+01 5.249510040761833085e-02
-4.079999999999999716e+01 2.800000000000000000e+01 3.039873533538408473e-02
-4.020000000000000284e+01 2.899999999999999645e+01 4.315248431353031766e-02
-3.939999999999999858e+01 3.000000000000000000e+01 5.080060877341060349e-02
-3.859999999999999432e+01 3.100000000000000355e+01 2.363056186282701254e-02
-3.780000000000000426e+01 3.200000000000000000e+01 8.406501149726637589e-03
-3.719999999999999574e+01 3.300000000000000000e+01 2.684740619568535755e-02
-3.639999999999999858e+01 3.379999999999999716e+01 4.210756101211619862e-02
-3.559999999999999432e+01 3.459999999999999432e+01 4.214365511544602982e-02
-3.500000000000000000e+01 3.539999999999999858e+01 4.823837881741768058e-02
-3.439999999999999858e+01 3.619999999999999574e+01 6.669584891304169982e-02
-3.360000000000000142e+01 3.700000000000000000e+01 7.659148837655616049e-02
-3.279999999999999716e+01 3.779999999999999716e+01 5.510859753378531678e-02
-3.199999999999999645e+01 3.859999999999999432e+01 5.507250343045585333e-02
-3.100000000000000355e+01 3.939999999999999858e+01 9.097169220566338199e-02
-3.000000000000000000e+01 4.020000000000000284e+01 1.008780701882985020e-01
-2.900000000000000355e+01 4.079999999999999716e+01 8.243716514234009085e-02
-2.800000000000000355e+01 4.160000000000000142e+01 7.478904068245849357e-02
-2.700000000000000000e+01 4.220000000000000284e+01 6.714091622257911673e-02
-2.600000000000000355e+01 4.279999999999999716e+01 6.436061689766309213e-02
-2.500000000000000000e+01 4.320000000000000284e+01 6.357645699679481677e-02
-2.400000000000000000e+01 4.379999999999999005e+01 5.596442664024414704e-02
-2.300000000000000000e+01 4.420000000000000284e+01 6.704578322941827373e-02
-2.200000000000000000e+01 4.480000000000000426e+01 7.159953871772559153e-02
-2.100000000000000000e+01 4.519999999999999574e+01 4.197546914362175474e-02
-2.000000000000000000e+01 4.559999999999999432e+01 3.206909116098673879e-02
-1.899999999999999645e+01 4.599999999999999289e+01 5.640066285069998686e-02
-1.799999999999999645e+01 4.639999999999999858e+01 6.945425096962573597e-02
-1.700000000000000355e+01 4.660000000000001563e+01 6.945425096962593026e-02
-1.600000000000000000e+01 4.700000000000000000e+01 5.954787298699061593e-02
-1.500000000000000000e+01 4.739999999999999858e+01 4.846651639781478227e-02
-1.400000000000000000e+01 4.760000000000000142e+01 4.846651639781464349e-02
-1.300000000000000178e+01 4.780000000000000426e+01 2.433157168971573567e-02
-1.200000000000000000e+01 4.800000000000000000e+01 1.353084311261909534e-15
-1.100000000000000000e+01 4.820000000000000284e+01 2.433157168971394890e-02
-1.000000000000000000e+01 4.839999999999999147e+01 5.043874792756358749e-02
-9.000000000000001776e+00 4.860000000000000142e+01 5.338613876243279710e-02
-8.000000000000000000e+00 4.880000000000000426e+01 6.802171886847967197e-02
-7.000000000000000000e+00 4.919999999999999574e+01 9.530068139306142883e-02
-6.000000000000000000e+00 4.940000000000000568e+01 1.083542695119869281e-01
-5.000000000000000000e+00 4.959999999999999432e+01 1.083542695119869698e-01
-4.000000000000000000e+00 4.959999999999999432e+01 1.083542695119869420e-01
-3.000000000000000000e+00 4.959999999999999432e+01 1.083542695119875249e-01
-2.000000000000000000e+00 4.940000000000000568e+01 9.324109283226206246e-02
-9.999999999999998890e-01 4.919999999999999574e+01 6.723072287491800580e-02
6.148230419216769926e-17 4.899999999999999289e+01 4.112354663706829089e-02
9.999999999999998890e-01 4.880000000000000426e+01 1.384458411248585229e-02
1.999999999999999778e+00 4.860000000000000142e+01 -1.110223024625156602e-17
3.000000000000000000e+00 4.860000000000000142e+01 -3.330669073875469498e-17
3.999999999999999556e+00 4.860000000000000142e+01 1.305358811892478113e-02
4.999999999999999112e+00 4.860000000000000142e+01 2.521937396378234192e-02
6.000000000000000000e+00 4.860000000000000142e+01 1.305358811892481929e-02
7.000000000000000000e+00 4.860000000000000142e+01 1.305358811892481583e-02
8.000000000000000000e+00 4.840000000000000568e+01 5.338613876243203382e-02
9.000000000000001776e+00 4.820000000000000284e+01 7.939650871977492474e-02
1.000000000000000000e+01 4.779999999999999716e+01 6.723072287491731192e-02
1.100000000000000000e+01 4.760000000000000142e+01 6.723072287491799193e-02
1.200000000000000000e+01 4.739999999999999858e+01 7.771771045214675988e-02
1.300000000000000000e+01 4.719999999999999574e+01 6.152010451674029545e-02
1.400000000000000000e+01 4.679999999999999716e+01 3.541292827888989359e-02
1.500000000000000000e+01 4.660000000000000142e+01 3.432849902320771196e-02
1.600000000000000000e+01 4.639999999999999858e+01 5.640066285070162444e-02
1.699999999999999645e+01 4.600000000000000000e+01 5.954787298699141390e-02
1.799999999999999645e+01 4.560000000000000853e+01 3.541292827888962991e-02
1.899999999999999645e+01 4.519999999999999574e+01 2.324714243403350200e-02
2.000000000000000000e+01 4.480000000000001137e+01 3.541292827889132994e-02
2.100000000000000000e+01 4.420000000000000284e+01 4.649428486806665012e-02
2.200000000000000000e+01 4.379999999999999005e+01 5.188184712625572986e-02
2.300000000000000711e+01 4.339999999999999858e+01 5.602455125017957727e-02
2.400000000000000000e+01 4.300000000000000000e+01 5.602455125017968829e-02
2.500000000000000000e+01 4.260000000000000142e+01 5.255522501755433007e-02
2.600000000000000000e+01 4.220000000000000284e+01 5.451436352496213944e-02
2.699999999999999645e+01 4.160000000000000142e+01 7.710741881514864005e-02
2.800000000000000000e+01 4.079999999999999716e+01 1.034850243240866552e-01
2.899999999999999645e+01 4.020000000000000284e+01 1.161717016316378553e-01
3.000000000000000000e+01 3.939999999999999858e+01 1.214452645161013533e-01
3.100000000000000355e+01 3.859999999999999432e+01 1.037719543213455609e-01
3.180000000000000071e+01 3.780000000000000426e+01 6.836740693253710865e-02
3.259999999999999432e+01 3.700000000000000000e+01 5.882875966034240012e-02
3.339999999999999147e+01 3.600000000000000711e+01 6.542071326592220626e-02
3.420000000000000284e+01 3.500000000000000000e+01 5.780868290937183490e-02
3.500000000000000000e+01 3.400000000000000000e+01 4.594316641932813527e-02
3.600000000000000711e+01 3.300000000000000000e+01 3.325648911177621347e-02
3.679999999999999716e+01 3.199999999999999645e+01 1.796024019201546140e-02
3.760000000000000142e+01 3.100000000000000355e+01 1.186551649004392688e-02
3.839999999999999858e+01 3.000000000000000000e+01 2.181601431868030946e-02
3.920000000000000284e+01 2.900000000000000355e+01 4.586625165350886879e-02
4.000000000000000000e+01 2.800000000000000355e+01 6.145804307704832992e-02
4.079999999999999716e+01 2.700000000000000000e+01 4.586625165350871614e-02
